,season,player_name,height (in),height (cm),pts,reb,ast,college,country,team
9147,2016-17,AJ Hammons,84.0,213.36,2.2,1.6,0.2,Purdue,USA,DAL
9647,2017-18,Aaron Brooks,72.0,182.88,2.3,0.5,0.6,Oregon,USA,MIN
9146,2016-17,Aaron Brooks,72.0,182.88,5.0,1.1,1.9,Oregon,USA,IND
10628,2018-19,Aaron Gordon,81.0,205.74,16.0,7.4,3.7,Arizona,USA,ORL
9145,2016-17,Aaron Gordon,81.0,205.74,12.7,5.1,1.9,Arizona,USA,ORL
9648,2017-18,Aaron Gordon,81.0,205.74,17.6,7.9,2.3,Arizona,USA,ORL
9144,2016-17,Aaron Harrison,78.0,198.12,0.2,0.6,0.6,Kentucky,USA,CHA
9649,2017-18,Aaron Harrison,78.0,198.12,6.7,2.7,1.2,Kentucky,USA,DAL
10627,2018-19,Aaron Holiday,73.0,185.42,5.9,1.3,1.7,UCLA,USA,IND
9650,2017-18,Aaron Jackson,75.0,190.5,8.0,3.0,1.0,None,USA,HOU
9651,2017-18,Abdel Nader,78.0,198.12,3.0,1.5,0.5,Iowa State,Egypt,BOS
10626,2018-19,Abdel Nader,78.0,198.12,4.0,1.9,0.3,Iowa State,Egypt,OKC
9652,2017-18,Adreian Payne,82.0,208.28,4.2,1.8,0.0,Michigan State,USA,ORL
9143,2016-17,Adreian Payne,82.0,208.28,3.5,1.8,0.4,Michigan State,USA,MIN
9142,2016-17,Al Horford,82.0,208.28,14.0,6.8,5.0,Florida,Dominican Republic,BOS
10625,2018-19,Al Horford,82.0,208.28,13.6,6.7,4.2,Florida,Dominican Republic,BOS
9653,2017-18,Al Horford,82.0,208.28,12.9,7.4,4.7,Florida,Dominican Republic,BOS
9654,2017-18,Al Jefferson,82.0,208.28,7.0,4.0,0.8,None,USA,IND
9141,2016-17,Al Jefferson,82.0,208.28,8.1,4.2,0.9,None,USA,IND
9655,2017-18,Al-Farouq Aminu,81.0,205.74,9.3,7.6,1.2,Wake Forest,USA,POR
9140,2016-17,Al-Farouq Aminu,81.0,205.74,8.7,7.4,1.6,Wake Forest,USA,POR
10624,2018-19,Al-Farouq Aminu,81.0,205.74,9.4,7.5,1.3,Wake Forest,USA,POR
9117,2016-17,Alan Anderson,78.0,198.12,2.9,0.8,0.4,Michigan State,USA,LAC
10623,2018-19,Alan Williams,80.0,203.2,3.6,3.8,0.6,Cal-Santa Barbara,USA,BKN
9656,2017-18,Alan Williams,80.0,203.2,4.0,4.4,1.6,Cal-Santa Barbara,USA,PHX
9137,2016-17,Alan Williams,80.0,203.2,7.4,6.2,0.5,California-Santa Barbara,USA,PHX
10629,2018-19,Alec Burks,78.0,198.12,8.8,3.7,2.0,Colorado,USA,SAC
9657,2017-18,Alec Burks,78.0,198.12,7.7,3.0,1.0,Colorado,USA,UTA
9115,2016-17,Alec Burks,78.0,198.12,6.7,2.9,0.7,Colorado,USA,UTA
9658,2017-18,Alec Peters,81.0,205.74,4.1,1.9,0.6,Valparaiso,USA,PHX
10621,2018-19,Alex Abrines,78.0,198.12,5.3,1.5,0.6,None,Spain,OKC
9659,2017-18,Alex Abrines,78.0,198.12,4.7,1.5,0.4,None,Spain,OKC
9097,2016-17,Alex Abrines,78.0,198.12,6.0,1.3,0.6,None,Spain,OKC
10370,2018-19,Alex Caruso,77.0,195.58,9.2,2.7,3.1,Texas A&M,USA,LAL
9660,2017-18,Alex Caruso,77.0,195.58,3.6,1.8,2.0,Texas A&M,USA,LAL
10264,2018-19,Alex Len,85.0,215.9,11.1,5.5,1.1,Maryland,Ukraine,ATL
9662,2017-18,Alex Len,85.0,215.9,8.5,7.5,1.2,Maryland,Ukraine,PHX
9091,2016-17,Alex Len,85.0,215.9,8.0,6.6,0.6,Maryland,Ukraine,PHX
10265,2018-19,Alex Poythress,81.0,205.74,5.1,3.6,0.8,Kentucky,USA,ATL
9677,2017-18,Alex Poythress,81.0,205.74,1.0,0.7,0.1,Kentucky,USA,IND
9090,2016-17,Alex Poythress,79.0,200.66,10.7,4.8,0.8,Kentucky,USA,PHI
9088,2016-17,Alexis Ajinca,86.0,218.44,5.3,4.5,0.3,None,France,NOP
9663,2017-18,Alfonzo McKinnie,80.0,203.2,1.5,0.5,0.1,None,USA,TOR
10266,2018-19,Alfonzo McKinnie,80.0,203.2,4.7,3.4,0.4,None,USA,GSW
10267,2018-19,Alize Johnson,81.0,205.74,0.9,1.4,0.1,Missouri State,USA,IND
9087,2016-17,Allen Crabbe,78.0,198.12,10.7,2.9,1.2,California,USA,POR
9664,2017-18,Allen Crabbe,78.0,198.12,13.2,4.3,1.6,California,USA,BKN
10268,2018-19,Allen Crabbe,78.0,198.12,9.6,3.4,1.1,California,USA,BKN
10269,2018-19,Allonzo Trier,77.0,195.58,10.9,3.1,1.9,Arizona,USA,NYK
9086,2016-17,Alonzo Gee,78.0,198.12,0.8,1.2,0.5,Alabama,USA,DEN
10270,2018-19,Amile Jefferson,81.0,205.74,2.3,1.8,0.3,Duke,USA,ORL
9082,2016-17,Amir Johnson,81.0,205.74,6.5,4.6,1.8,None,USA,BOS
10271,2018-19,Amir Johnson,81.0,205.74,3.9,2.9,1.2,None,USA,PHI
9665,2017-18,Amir Johnson,81.0,205.74,4.6,4.5,1.6,None,USA,PHI
9085,2016-17,Anderson Varejao,83.0,210.82,1.3,1.9,0.7,None,Brazil,GSW
10272,2018-19,Andre Drummond,83.0,210.82,17.3,15.6,1.4,Connecticut,USA,DET
9084,2016-17,Andre Drummond,83.0,210.82,13.6,13.8,1.1,Connecticut,USA,DET
9666,2017-18,Andre Drummond,83.0,210.82,15.0,16.0,3.0,Connecticut,USA,DET
9667,2017-18,Andre Iguodala,78.0,198.12,6.0,3.8,3.3,Arizona,USA,GSW
9083,2016-17,Andre Iguodala,78.0,198.12,7.6,4.0,3.4,Arizona,USA,GSW
10273,2018-19,Andre Iguodala,78.0,198.12,5.7,3.7,3.2,Arizona,USA,GSW
10274,2018-19,Andre Ingram,75.0,190.5,0.0,0.5,0.0,American University,USA,LAL
9668,2017-18,Andre Ingram,75.0,190.5,12.0,3.0,3.5,American University,USA,LAL
9092,2016-17,Andre Roberson,79.0,200.66,6.6,5.1,1.0,Colorado,USA,OKC
9669,2017-18,Andre Roberson,79.0,200.66,5.0,4.7,1.2,Colorado,USA,OKC
10275,2018-19,Andrew Bogut,84.0,213.36,3.5,5.0,1.0,Utah,Australia,GSW
9670,2017-18,Andrew Bogut,84.0,213.36,1.5,3.3,0.6,Utah,Australia,LAL
9081,2016-17,Andrew Bogut,84.0,213.36,2.9,8.1,1.8,Utah,Australia,CLE
10276,2018-19,Andrew Harrison,78.0,198.12,3.2,1.2,1.4,Kentucky,USA,NOP
9080,2016-17,Andrew Harrison,78.0,198.12,5.9,1.9,2.8,Kentucky,USA,MEM
9671,2017-18,Andrew Harrison,78.0,198.12,9.5,2.3,3.2,Kentucky,USA,MEM
9079,2016-17,Andrew Nicholson,81.0,205.74,2.6,1.6,0.3,St. Bonaventure,Canada,BKN
9672,2017-18,Andrew White III,79.0,200.66,4.6,2.3,0.4,Syracuse,USA,ATL
10277,2018-19,Andrew Wiggins,80.0,203.2,18.1,4.8,2.5,Kansas,Canada,MIN
9673,2017-18,Andrew Wiggins,80.0,203.2,17.7,4.4,2.0,Kansas,Canada,MIN
9078,2016-17,Andrew Wiggins,80.0,203.2,23.6,4.0,2.3,Kansas,Canada,MIN
10278,2018-19,Anfernee Simons,76.0,193.04,3.8,0.7,0.7,None,USA,POR
10279,2018-19,Angel Delgado,82.0,208.28,1.5,2.0,0.0,None,Dominican Republic,LAC
10280,2018-19,Ante Zizic,83.0,210.82,7.8,5.4,0.9,None,Croatia,CLE
9674,2017-18,Ante Zizic,83.0,210.82,3.7,1.9,0.2,None,Croatia,CLE
9075,2016-17,Anthony Bennett,80.0,203.2,5.0,3.4,0.5,Nevada-Las Vegas,Canada,BKN
9675,2017-18,Anthony Brown,79.0,200.66,3.0,0.0,1.0,Stanford,USA,MIN
9076,2016-17,Anthony Brown,79.0,200.66,3.9,3.0,0.7,Stanford,USA,ORL
10281,2018-19,Anthony Davis,82.0,208.28,25.9,12.0,3.9,Kentucky,USA,NOP
9077,2016-17,Anthony Davis,83.0,210.82,28.0,11.8,2.1,Kentucky,USA,NOP
9676,2017-18,Anthony Davis,82.0,208.28,28.1,11.1,2.3,Kentucky,USA,NOP
9089,2016-17,Anthony Morrow,77.0,195.58,5.5,0.6,0.5,Georgia Tech,USA,CHI
9646,2017-18,Anthony Tolliver,80.0,203.2,8.9,3.1,1.1,Creighton,USA,DET
10282,2018-19,Anthony Tolliver,80.0,203.2,5.0,2.7,0.7,Creighton,USA,MIN
9093,2016-17,Anthony Tolliver,80.0,203.2,7.1,3.6,1.2,Creighton,USA,SAC
10283,2018-19,Antonio Blakeney,76.0,193.04,7.3,1.9,0.7,Louisiana State,USA,CHI
9661,2017-18,Antonio Blakeney,76.0,193.04,7.9,1.7,1.1,Louisiana State,USA,CHI
9645,2017-18,Antonius Cleveland,78.0,198.12,1.4,0.8,0.1,S.E. Missouri,USA,ATL
9104,2016-17,Archie Goodwin,77.0,195.58,7.3,1.9,1.6,Kentucky,USA,BKN
9095,2016-17,Arinze Onuaku,81.0,205.74,0.5,0.8,0.3,Syracuse,USA,ORL
10284,2018-19,Aron Baynes,82.0,208.28,5.6,4.7,1.1,Washington State,Australia,BOS
9627,2017-18,Aron Baynes,82.0,208.28,6.0,5.4,1.1,Washington State,Australia,BOS
9113,2016-17,Aron Baynes,82.0,208.28,4.9,4.4,0.4,Washington State,Australia,DET
9613,2017-18,Arron Afflalo,77.0,195.58,3.4,1.2,0.6,UCLA,USA,ORL
9112,2016-17,Arron Afflalo,77.0,195.58,8.4,2.0,1.3,UCLA,USA,SAC
10285,2018-19,Austin Rivers,76.0,193.04,8.1,2.1,2.2,Duke,USA,HOU
9614,2017-18,Austin Rivers,76.0,193.04,15.1,2.4,4.0,Duke,USA,LAC
9111,2016-17,Austin Rivers,76.0,193.04,12.0,2.2,2.8,Duke,USA,LAC
9615,2017-18,Avery Bradley,74.0,187.96,14.3,2.5,2.0,Texas,USA,LAC
10286,2018-19,Avery Bradley,74.0,187.96,9.9,2.8,2.4,Texas,USA,MEM
9110,2016-17,Avery Bradley,74.0,187.96,16.3,6.1,2.2,Texas,USA,BOS
9109,2016-17,Axel Toupane,79.0,200.66,2.8,0.3,0.0,None,France,NOP
10287,2018-19,BJ Johnson,79.0,200.66,3.3,1.1,0.0,None,USA,SAC
10288,2018-19,Bam Adebayo,82.0,208.28,8.9,7.3,2.2,Kentucky,USA,MIA
9616,2017-18,Bam Adebayo,82.0,208.28,6.9,5.5,1.5,Kentucky,USA,MIA
9108,2016-17,Ben Bentil,81.0,205.74,0.0,0.7,0.0,Providence,Ghana,DAL
10289,2018-19,Ben McLemore,77.0,195.58,3.9,0.9,0.2,Kansas,USA,SAC
9617,2017-18,Ben McLemore,77.0,195.58,7.5,2.5,0.9,Kansas,USA,MEM
9107,2016-17,Ben McLemore,77.0,195.58,8.1,2.1,0.8,Kansas,USA,SAC
9618,2017-18,Ben Moore,80.0,203.2,0.0,0.5,0.5,Southern Methodist,USA,IND
10290,2018-19,Ben Simmons,82.0,208.28,16.9,8.8,7.7,Louisiana State,Australia,PHI
9619,2017-18,Ben Simmons,82.0,208.28,15.8,8.1,8.2,Louisiana State,Australia,PHI
9106,2016-17,Beno Udrih,75.0,190.5,5.8,1.5,3.4,None,Slovenia,DET
10291,2018-19,Billy Garrett,78.0,198.12,6.5,0.8,1.8,DePaul,USA,NYK
9160,2016-17,Bismack Biyombo,81.0,205.74,6.0,7.0,0.9,None,Democratic Republic of the Congo,ORL
10262,2018-19,Bismack Biyombo,81.0,205.74,4.4,4.6,0.6,None,Democratic Republic of the Congo,CHA
9620,2017-18,Bismack Biyombo,81.0,205.74,5.7,5.7,0.8,None,Democratic Republic of the Congo,ORL
9114,2016-17,Blake Griffin,82.0,208.28,21.6,8.1,4.9,Oklahoma,USA,LAC
10261,2018-19,Blake Griffin,82.0,208.28,24.5,7.5,5.4,Oklahoma,USA,DET
9621,2017-18,Blake Griffin,82.0,208.28,21.4,7.4,5.8,Oklahoma,USA,DET
9622,2017-18,Boban Marjanovic,87.0,220.98,6.0,3.7,0.6,None,Serbia,LAC
9094,2016-17,Boban Marjanovic,87.0,220.98,5.5,3.7,0.3,None,Serbia,DET
10260,2018-19,Boban Marjanovic,87.0,220.98,7.3,4.6,0.9,None,Serbia,PHI
9105,2016-17,Bobby Brown,74.0,187.96,2.5,0.2,0.6,Cal State-Fullerton,USA,HOU
9623,2017-18,Bobby Brown,74.0,187.96,2.5,0.4,0.6,Cal State-Fullerton,USA,HOU
9103,2016-17,Bobby Portis,83.0,210.82,6.8,4.6,0.5,Arkansas,USA,CHI
9624,2017-18,Bobby Portis,83.0,210.82,13.2,6.8,1.7,Arkansas,USA,CHI
10244,2018-19,Bobby Portis,83.0,210.82,14.2,8.1,1.4,Arkansas,USA,WAS
9625,2017-18,Bogdan Bogdanovic,78.0,198.12,11.8,2.9,3.3,None,Serbia,SAC
10231,2018-19,Bogdan Bogdanovic,78.0,198.12,14.1,3.5,3.8,None,Serbia,SAC
9102,2016-17,Bojan Bogdanovic,80.0,203.2,13.7,3.4,1.4,None,Croatia,WAS
10232,2018-19,Bojan Bogdanovic,80.0,203.2,18.0,4.1,2.0,None,Croatia,IND
9626,2017-18,Bojan Bogdanovic,80.0,203.2,14.3,3.4,1.5,None,Croatia,IND
10233,2018-19,Bonzie Colson,78.0,198.12,4.9,3.8,0.4,Notre Dame,USA,MIL
9101,2016-17,Boris Diaw,80.0,203.2,4.6,2.2,2.3,None,France,UTA
10234,2018-19,Brad Wanamaker,76.0,193.04,3.9,1.1,1.6,Pittsburgh,USA,BOS
9100,2016-17,Bradley Beal,77.0,195.58,23.1,3.1,3.5,Florida,USA,WAS
9628,2017-18,Bradley Beal,77.0,195.58,22.6,4.4,4.5,Florida,USA,WAS
10235,2018-19,Bradley Beal,77.0,195.58,25.6,5.0,5.5,Florida,USA,WAS
9099,2016-17,Brandan Wright,82.0,208.28,6.8,2.8,0.5,North Carolina,USA,MEM
9643,2017-18,Brandan Wright,82.0,208.28,5.0,3.4,0.5,North Carolina,USA,MEM
9098,2016-17,Brandon Bass,80.0,203.2,5.6,2.5,0.4,Louisiana State,USA,LAC
10236,2018-19,Brandon Goodwin,74.0,187.96,1.4,0.2,0.9,None,USA,DEN
9629,2017-18,Brandon Ingram,81.0,205.74,16.1,5.3,3.9,Duke,USA,LAL
10237,2018-19,Brandon Ingram,81.0,205.74,18.3,5.1,3.0,Duke,USA,LAL
9096,2016-17,Brandon Ingram,81.0,205.74,9.4,4.0,2.1,Duke,USA,LAL
9630,2017-18,Brandon Jennings,73.0,185.42,5.2,2.2,3.1,None,USA,MIL
9135,2016-17,Brandon Jennings,73.0,185.42,7.1,2.4,4.9,None,USA,WAS
10238,2018-19,Brandon Knight,75.0,190.5,6.8,1.5,1.8,Kentucky,USA,CLE
9159,2016-17,Brandon Knight,75.0,190.5,11.0,2.2,2.4,Kentucky,USA,PHX
9631,2017-18,Brandon Paul,76.0,193.04,2.3,1.1,0.6,None,USA,SAS
9241,2016-17,Brandon Rush,78.0,198.12,4.2,2.1,1.0,Kansas,USA,MIN
10239,2018-19,Brandon Sampson,77.0,195.58,5.1,1.1,0.7,None,USA,CHI
9161,2016-17,Brian Roberts,73.0,185.42,3.5,1.0,1.3,Dayton,USA,CHA
9632,2017-18,Briante Weber,74.0,187.96,2.8,1.9,1.2,Virginia Commonwealth,USA,MEM
9560,2016-17,Briante Weber,74.0,187.96,3.1,1.3,1.1,Virginia Commonwealth,USA,CHA
9559,2016-17,Brice Johnson,82.0,208.28,1.3,1.0,0.3,North Carolina,USA,LAC
9633,2017-18,Brice Johnson,82.0,208.28,2.4,1.7,0.1,North Carolina,USA,LAC
9518,2016-17,Brook Lopez,84.0,213.36,20.5,5.4,2.3,Stanford,USA,BKN
9634,2017-18,Brook Lopez,84.0,213.36,13.0,4.0,1.7,Stanford,USA,LAL
10240,2018-19,Brook Lopez,84.0,213.36,12.5,4.9,1.2,Stanford,USA,MIL
10229,2018-19,Bruce Brown,77.0,195.58,4.3,2.5,1.2,Miami,USA,DET
9635,2017-18,Bruno Caboclo,81.0,205.74,2.2,1.8,0.3,None,Brazil,SAC
9534,2016-17,Bruno Caboclo,81.0,205.74,1.6,1.1,0.4,None,Brazil,TOR
10241,2018-19,Bruno Caboclo,81.0,205.74,8.3,4.6,1.5,None,Brazil,MEM
10242,2018-19,Bryn Forbes,75.0,190.5,11.8,2.9,2.1,Michigan State,USA,SAS
9516,2016-17,Bryn Forbes,75.0,190.5,2.6,0.6,0.6,Michigan State,USA,SAS
9636,2017-18,Bryn Forbes,75.0,190.5,6.9,1.4,1.0,Michigan State,USA,SAS
9495,2016-17,Buddy Hield,76.0,193.04,10.6,3.3,1.5,Oklahoma,Bahamas,SAC
9637,2017-18,Buddy Hield,76.0,193.04,13.5,3.8,1.9,Oklahoma,Bahamas,SAC
10243,2018-19,Buddy Hield,76.0,193.04,20.7,5.0,2.5,Oklahoma,Bahamas,SAC
9456,2016-17,C.J. Watson,74.0,187.96,4.5,1.4,1.8,Tennessee,USA,ORL
9638,2017-18,C.J. Williams,77.0,195.58,5.5,1.5,1.1,North Carolina State,USA,LAC
10245,2018-19,C.J. Williams,77.0,195.58,2.6,0.5,0.8,North Carolina State,USA,MIN
9639,2017-18,CJ McCollum,75.0,190.5,21.4,4.0,3.4,Lehigh,USA,POR
9457,2016-17,CJ McCollum,75.0,190.5,23.0,3.6,3.6,Lehigh,USA,POR
10259,2018-19,CJ McCollum,75.0,190.5,21.0,4.0,3.0,Lehigh,USA,POR
9640,2017-18,CJ Miles,78.0,198.12,10.0,2.2,0.8,None,USA,TOR
9517,2016-17,CJ Miles,78.0,198.12,10.7,3.0,0.6,None,USA,IND
10246,2018-19,CJ Miles,78.0,198.12,6.4,1.8,0.7,None,USA,MEM
9458,2016-17,CJ Wilcox,77.0,195.58,1.0,0.5,0.5,Washington,USA,ORL
10247,2018-19,Caleb Swanigan,81.0,205.74,2.0,3.0,0.5,Purdue,USA,SAC
9641,2017-18,Caleb Swanigan,80.0,203.2,2.3,2.0,0.5,Purdue,USA,POR
10248,2018-19,Cameron Payne,75.0,190.5,6.3,1.8,2.7,Murray State,USA,CLE
9642,2017-18,Cameron Payne,75.0,190.5,8.8,2.8,4.5,Murray State,USA,CHI
9459,2016-17,Cameron Payne,75.0,190.5,5.2,1.5,1.8,Murray State,USA,CHI
10249,2018-19,Cameron Reynolds,80.0,203.2,5.0,1.6,0.7,None,USA,MIN
9644,2017-18,Caris LeVert,79.0,200.66,12.1,3.7,4.2,Michigan,USA,BKN
10250,2018-19,Caris LeVert,79.0,200.66,13.7,3.8,3.9,Michigan,USA,BKN
9460,2016-17,Caris LeVert,79.0,200.66,8.2,3.3,1.9,Michigan,USA,BKN
10251,2018-19,Carmelo Anthony,80.0,203.2,13.4,5.4,0.5,Syracuse,USA,HOU
9461,2016-17,Carmelo Anthony,80.0,203.2,22.4,5.9,2.9,Syracuse,USA,NYK
9678,2017-18,Carmelo Anthony,80.0,203.2,16.2,5.8,1.3,Syracuse,USA,OKC
10252,2018-19,Cedi Osman,80.0,203.2,13.0,4.7,2.6,None,Turkey,CLE
9679,2017-18,Cedi Osman,80.0,203.2,3.9,2.0,0.7,None,Turkey,CLE
10253,2018-19,Chandler Hutchison,79.0,200.66,5.2,4.2,0.8,Boise State,USA,CHI
10254,2018-19,Chandler Parsons,82.0,208.28,7.5,2.8,1.7,Florida,USA,MEM
9462,2016-17,Chandler Parsons,82.0,208.28,6.2,2.5,1.6,Florida,USA,MEM
9680,2017-18,Chandler Parsons,82.0,208.28,7.9,2.5,1.9,Florida,USA,MEM
9715,2017-18,Channing Frye,83.0,210.82,5.0,2.5,0.7,Arizona,USA,LAL
10255,2018-19,Channing Frye,84.0,213.36,3.6,1.4,0.6,Arizona,USA,CLE
9463,2016-17,Channing Frye,83.0,210.82,9.1,3.9,0.6,Arizona,USA,CLE
9716,2017-18,Charles Cooke,77.0,195.58,0.5,0.2,0.1,University of Dayton,USA,NOP
10256,2018-19,Chasson Randle,74.0,187.96,5.5,1.1,2.0,Stanford,USA,WAS
9464,2016-17,Chasson Randle,74.0,187.96,5.3,1.2,1.3,Stanford,USA,NYK
9717,2017-18,Cheick Diallo,81.0,205.74,4.9,4.1,0.4,Kansas,Mali,NOP
10257,2018-19,Cheick Diallo,81.0,205.74,6.0,5.2,0.5,Kansas,Mali,NOP
9465,2016-17,Cheick Diallo,81.0,205.74,5.1,4.3,0.2,Kansas,Mali,NOP
10258,2018-19,Chimezie Metu,82.0,208.28,1.8,1.2,0.4,USC,USA,SAS
9718,2017-18,Chinanu Onuaku,82.0,208.28,4.0,4.0,1.0,Louisville,USA,HOU
9466,2016-17,Chinanu Onuaku,82.0,208.28,2.8,2.0,0.6,Louisville,USA,HOU
9467,2016-17,Chris Andersen,82.0,208.28,2.3,2.6,0.4,Blinn,USA,CLE
9719,2017-18,Chris Boucher,82.0,208.28,0.0,1.0,0.0,Oregon,Canada,GSW
10292,2018-19,Chris Boucher,82.0,208.28,3.3,2.0,0.1,Oregon,Canada,TOR
10293,2018-19,Chris Chiozza,72.0,182.88,0.9,0.6,0.6,None,USA,HOU
9720,2017-18,Chris McCullough,81.0,205.74,2.4,1.3,0.2,Syracuse,USA,WAS
9468,2016-17,Chris McCullough,81.0,205.74,2.3,1.2,0.1,Syracuse,USA,WAS
9469,2016-17,Chris Paul,72.0,182.88,18.1,5.0,9.2,Wake Forest,USA,LAC
9721,2017-18,Chris Paul,72.0,182.88,18.6,5.4,7.9,Wake Forest,USA,HOU
10294,2018-19,Chris Paul,72.0,182.88,15.6,4.6,8.2,Wake Forest,USA,HOU
9470,2016-17,Christian Wood,83.0,210.82,2.7,2.2,0.2,Nevada-Las Vegas,USA,CHA
10295,2018-19,Christian Wood,82.0,208.28,8.2,4.0,0.4,UNLV,USA,NOP
9471,2016-17,Clint Capela,82.0,208.28,12.6,8.1,1.0,None,Switzerland,HOU
9722,2017-18,Clint Capela,82.0,208.28,13.9,10.8,0.9,None,Switzerland,HOU
10329,2018-19,Clint Capela,82.0,208.28,16.6,12.7,1.4,None,Switzerland,HOU
9723,2017-18,Cody Zeller,84.0,213.36,7.1,5.4,0.9,Indiana,USA,CHA
10330,2018-19,Cody Zeller,84.0,213.36,10.1,6.8,2.1,Indiana,USA,CHA
9472,2016-17,Cody Zeller,84.0,213.36,10.3,6.5,1.6,Indiana,USA,CHA
9724,2017-18,Cole Aldrich,83.0,210.82,0.6,0.7,0.1,Kansas,USA,MIN
9455,2016-17,Cole Aldrich,83.0,210.82,1.7,2.5,0.4,Kansas,USA,MIN
10331,2018-19,Collin Sexton,74.0,187.96,16.7,2.9,3.0,Alabama,USA,CLE
10332,2018-19,Corey Brewer,81.0,205.74,4.9,2.5,1.3,Florida,USA,SAC
9725,2017-18,Corey Brewer,81.0,205.74,5.3,2.1,0.9,Florida,USA,OKC
9454,2016-17,Corey Brewer,81.0,205.74,4.5,2.0,1.2,Florida,USA,LAL
9453,2016-17,Cory Joseph,75.0,190.5,9.3,2.9,3.3,Texas,Canada,TOR
9726,2017-18,Cory Joseph,75.0,190.5,7.9,3.2,3.2,Texas,Canada,IND
10333,2018-19,Cory Joseph,75.0,190.5,6.5,3.4,3.9,Texas,Canada,IND
9727,2017-18,Courtney Lee,77.0,195.58,12.0,2.9,2.4,Western Kentucky,USA,NYK
10334,2018-19,Courtney Lee,77.0,195.58,4.0,1.6,1.1,Western Kentucky,USA,DAL
9443,2016-17,Courtney Lee,77.0,195.58,10.8,3.4,2.3,Western Kentucky,USA,NYK
9436,2016-17,Cristiano Felicio,81.0,205.74,4.8,4.7,0.6,None,Brazil,CHI
9728,2017-18,Cristiano Felicio,81.0,205.74,5.6,4.2,1.0,None,Brazil,CHI
10335,2018-19,Cristiano Felicio,82.0,208.28,4.0,3.6,0.6,None,Brazil,CHI
9437,2016-17,D'Angelo Russell,77.0,195.58,15.6,3.5,4.8,Ohio State,USA,LAL
9729,2017-18,D'Angelo Russell,77.0,195.58,15.5,3.9,5.2,Ohio State,USA,BKN
10336,2018-19,D'Angelo Russell,77.0,195.58,21.1,3.9,7.0,Ohio State,USA,BKN
9438,2016-17,D.J. Augustin,72.0,182.88,7.9,1.5,2.7,Texas,USA,ORL
10337,2018-19,D.J. Augustin,72.0,182.88,11.7,2.5,5.3,Texas,USA,ORL
9730,2017-18,D.J. Augustin,72.0,182.88,10.2,2.1,3.8,Texas,USA,ORL
9731,2017-18,D.J. Wilson,82.0,208.28,1.0,0.5,0.1,Michigan,USA,MIL
10338,2018-19,D.J. Wilson,82.0,208.28,5.8,4.6,1.1,Michigan,USA,MIL
10339,2018-19,DJ Stephens,77.0,195.58,2.0,0.0,0.0,Memphis,USA,MEM
9439,2016-17,Dahntay Jones,78.0,198.12,9.0,2.0,1.0,Duke,USA,CLE
10340,2018-19,Dairis Bertans,76.0,193.04,2.8,0.8,0.8,None,Latvia,NOP
9745,2017-18,Dakari Johnson,84.0,213.36,1.8,1.1,0.3,Kentucky,USA,OKC
9744,2017-18,Damian Jones,84.0,213.36,1.7,0.9,0.1,Vanderbilt,USA,GSW
9440,2016-17,Damian Jones,84.0,213.36,1.9,2.3,0.0,Vanderbilt,USA,GSW
10341,2018-19,Damian Jones,84.0,213.36,5.4,3.1,1.2,Vanderbilt,USA,GSW
9743,2017-18,Damian Lillard,75.0,190.5,26.9,4.5,6.6,Weber State,USA,POR
9441,2016-17,Damian Lillard,75.0,190.5,27.0,4.9,5.9,Weber State,USA,POR
10342,2018-19,Damian Lillard,75.0,190.5,25.8,4.6,6.9,Weber State,USA,POR
9742,2017-18,Damien Wilkins,78.0,198.12,1.7,0.8,0.5,Georgia,USA,IND
9741,2017-18,Damion Lee,78.0,198.12,10.7,4.7,1.9,Louisville,USA,ATL
10343,2018-19,Damion Lee,78.0,198.12,4.9,2.0,0.4,Louisville,USA,GSW
9442,2016-17,Damjan Rudez,82.0,208.28,1.8,0.6,0.4,None,Croatia,ORL
10344,2018-19,Damyean Dotson,78.0,198.12,10.7,3.6,1.8,Houston,USA,NYK
9740,2017-18,Damyean Dotson,77.0,195.58,4.1,1.9,0.7,Houston,USA,NYK
9746,2017-18,Daniel Hamilton,79.0,200.66,2.0,0.8,1.3,Connecticut,USA,OKC
10345,2018-19,Daniel Hamilton,79.0,200.66,3.0,2.5,1.2,Connecticut,USA,ATL
9444,2016-17,Daniel Ochefu,83.0,210.82,1.3,1.2,0.2,Villanova,USA,WAS
10346,2018-19,Daniel Theis,80.0,203.2,5.7,3.4,1.0,None,Germany,BOS
9739,2017-18,Daniel Theis,81.0,205.74,5.3,4.3,0.9,None,Germany,BOS
10347,2018-19,Danilo Gallinari,82.0,208.28,19.8,6.1,2.6,None,Italy,LAC
9737,2017-18,Danilo Gallinari,82.0,208.28,15.3,4.8,2.0,None,Italy,LAC
9452,2016-17,Danilo Gallinari,82.0,208.28,18.2,5.2,2.1,None,Italy,DEN
10348,2018-19,Danny Green,78.0,198.12,10.3,4.0,1.6,North Carolina,USA,TOR
9736,2017-18,Danny Green,78.0,198.12,8.6,3.6,1.6,North Carolina,USA,SAS
9445,2016-17,Danny Green,78.0,198.12,7.3,3.3,1.8,North Carolina,USA,SAS
10349,2018-19,Dante Cunningham,80.0,203.2,3.0,2.9,0.8,Villanova,USA,SAS
9735,2017-18,Dante Cunningham,80.0,203.2,5.7,4.1,0.7,Villanova,USA,BKN
9446,2016-17,Dante Cunningham,80.0,203.2,6.6,4.2,0.6,Villanova,USA,NOP
