,season,player_name,height (in),pts,reb,ast,college,country,team
645,2016-17,James Michael McAdoo,81.0,2.8,1.8,0.3,North Carolina,USA,GSW
646,2018-19,James Nunnally,79.0,2.4,0.3,0.5,Cal-Santa Barbara,USA,HOU
647,2017-18,James Webb III,81.0,1.6,2.4,0.4,Boise State,USA,BKN
648,2017-18,James Young,78.0,2.8,0.3,0.3,Kentucky,USA,PHI
649,2016-17,James Young,78.0,2.3,0.9,0.1,Kentucky,USA,BOS
650,2017-18,Jamil Wilson,79.0,7.0,2.1,0.7,Marquette,USA,LAC
651,2018-19,Jared Dudley,79.0,4.9,2.6,1.4,Boston College,USA,BKN
652,2017-18,Jared Dudley,79.0,3.2,2.0,1.6,Boston College,USA,PHX
653,2016-17,Jared Dudley,79.0,6.8,3.5,1.9,Boston College,USA,PHX
654,2016-17,Jared Sullinger,81.0,3.4,2.5,0.3,Ohio State,USA,TOR
655,2018-19,Jared Terrell,75.0,2.2,0.4,0.9,Rhode Island,USA,MIN
656,2017-18,Jarell Eddie,79.0,0.0,0.3,0.0,Virginia Tech,USA,CHI
657,2016-17,Jarell Eddie,79.0,4.8,1.4,0.0,Virginia Tech,USA,PHX
658,2016-17,Jarell Martin,82.0,3.9,3.9,0.2,Louisiana State,USA,MEM
659,2018-19,Jarell Martin,82.0,2.7,1.7,0.4,Louisiana State,USA,ORL
660,2017-18,Jarell Martin,82.0,7.7,4.4,1.0,Louisiana State,USA,MEM
661,2018-19,Jaren Jackson Jr.,83.0,13.8,4.7,1.1,Michigan State,USA,MEM
662,2016-17,Jarnell Stokes,81.0,1.5,1.0,1.0,Tennessee,USA,DEN
663,2018-19,Jaron Blossomgame,80.0,4.2,3.6,0.5,Clemson,USA,CLE
664,2018-19,Jarred Vanderbilt,81.0,1.4,1.4,0.2,Kentucky,USA,DEN
665,2017-18,Jarrett Allen,83.0,8.2,5.4,0.7,Texas,USA,BKN
666,2018-19,Jarrett Allen,83.0,10.9,8.4,1.4,Texas,USA,BKN
667,2017-18,Jarrett Jack,75.0,7.5,3.1,5.6,Georgia Tech,USA,NYK
668,2016-17,Jarrett Jack,75.0,3.0,0.0,2.5,Georgia Tech,USA,NOP
669,2016-17,Jarrod Uthoff,81.0,4.4,2.4,1.0,Iowa,USA,DAL
670,2017-18,Jason Smith,84.0,3.4,1.6,0.4,Colorado State,USA,WAS
671,2016-17,Jason Smith,84.0,5.7,3.5,0.5,Colorado State,USA,WAS
672,2018-19,Jason Smith,84.0,3.3,2.6,0.7,Colorado State,USA,NOP
673,2016-17,Jason Terry,74.0,4.1,1.4,1.3,Arizona,USA,MIL
674,2017-18,Jason Terry,74.0,3.3,0.9,1.2,Arizona,USA,MIL
675,2018-19,Jawun Evans,72.0,0.8,1.5,1.3,Oklahoma State,USA,OKC
676,2017-18,Jawun Evans,72.0,4.8,1.8,2.1,Oklahoma State,USA,LAC
677,2018-19,Jaylen Adams,74.0,3.2,1.8,1.9,St. Bonaventure,USA,ATL
678,2016-17,Jaylen Brown,79.0,6.6,2.8,0.8,California,USA,BOS
679,2017-18,Jaylen Brown,79.0,14.5,4.9,1.6,California,USA,BOS
680,2018-19,Jaylen Brown,79.0,13.0,4.2,1.4,California,USA,BOS
681,2018-19,Jaylen Morris,77.0,2.5,1.3,1.0,Molloy,USA,MIL
682,2017-18,Jaylen Morris,77.0,4.7,2.7,1.2,Molloy,USA,ATL
683,2017-18,Jayson Tatum,80.0,13.9,5.0,1.6,Duke,USA,BOS
684,2018-19,Jayson Tatum,80.0,15.7,6.0,2.1,Duke,USA,BOS
685,2016-17,Jeff Green,81.0,9.2,3.1,1.2,Georgetown,USA,ORL
686,2017-18,Jeff Green,81.0,10.8,3.2,1.3,Georgetown,USA,CLE
687,2018-19,Jeff Green,81.0,12.3,4.0,1.8,Georgetown,USA,WAS
688,2017-18,Jeff Teague,74.0,14.2,3.0,7.0,Wake Forest,USA,MIN
689,2016-17,Jeff Teague,74.0,15.3,4.0,7.8,Wake Forest,USA,IND
690,2018-19,Jeff Teague,74.0,12.1,2.5,8.2,Wake Forest,USA,MIN
691,2017-18,Jeff Withey,84.0,1.5,1.0,0.0,Kansas,USA,DAL
692,2016-17,Jeff Withey,84.0,2.9,2.4,0.1,Kansas,USA,UTA
693,2018-19,Jemerrio Jones,77.0,4.5,8.2,2.2,None,USA,LAL
694,2018-19,Jerami Grant,81.0,13.6,5.2,1.0,Syracuse,USA,OKC
695,2016-17,Jerami Grant,81.0,5.5,2.6,0.6,Syracuse,USA,OKC
696,2017-18,Jerami Grant,81.0,8.4,3.9,0.7,Syracuse,USA,OKC
697,2017-18,Jeremy Evans,81.0,2.0,1.0,0.0,Western Kentucky,USA,ATL
698,2018-19,Jeremy Lamb,77.0,15.3,5.5,2.2,Connecticut,USA,CHA
699,2017-18,Jeremy Lamb,77.0,12.9,4.1,2.3,Connecticut,USA,CHA
700,2016-17,Jeremy Lamb,77.0,9.7,4.3,1.2,Connecticut,USA,CHA
701,2016-17,Jeremy Lin,75.0,14.5,3.8,5.1,Harvard,USA,BKN
702,2017-18,Jeremy Lin,75.0,18.0,0.0,4.0,Harvard,USA,BKN
703,2018-19,Jeremy Lin,75.0,9.6,2.4,3.1,Harvard,USA,TOR
704,2016-17,Jerian Grant,76.0,5.9,1.8,1.9,Notre Dame,USA,CHI
705,2017-18,Jerian Grant,76.0,8.4,2.3,4.6,Notre Dame,USA,CHI
706,2018-19,Jerian Grant,76.0,4.2,1.6,2.6,Notre Dame,USA,ORL
707,2018-19,Jerome Robinson,77.0,3.4,1.2,0.6,Boston College,USA,LAC
708,2016-17,Jerryd Bayless,75.0,11.0,4.0,4.3,Arizona,USA,PHI
709,2017-18,Jerryd Bayless,75.0,7.9,2.1,1.4,Arizona,USA,PHI
710,2018-19,Jerryd Bayless,75.0,6.1,1.8,3.5,Arizona,USA,MIN
711,2018-19,Jevon Carter,74.0,4.4,1.7,1.8,West Virginia,USA,MEM
712,2018-19,Jimmer Fredette,74.0,3.7,1.2,1.3,Brigham Young,USA,PHX
713,2016-17,Jimmy Butler,79.0,23.9,6.2,5.5,Marquette,USA,CHI
714,2017-18,Jimmy Butler,80.0,22.2,5.3,4.9,Marquette,USA,MIN
715,2018-19,Jimmy Butler,80.0,18.7,5.3,4.0,Marquette,USA,PHI
716,2018-19,Joakim Noah,83.0,7.1,5.7,2.1,Florida,USA,MEM
717,2016-17,Joakim Noah,83.0,5.0,8.8,2.2,Florida,USA,NYK
718,2017-18,Joakim Noah,83.0,1.7,2.0,0.6,Florida,USA,NYK
719,2018-19,Jodie Meeks,76.0,6.4,1.5,1.0,Kentucky,USA,TOR
720,2016-17,Jodie Meeks,76.0,9.1,2.1,1.3,Kentucky,USA,ORL
721,2017-18,Jodie Meeks,76.0,6.3,1.6,0.9,Kentucky,USA,WAS
722,2018-19,Joe Chealey,75.0,2.0,0.0,1.0,College of Charleston,USA,CHA
723,2018-19,Joe Harris,78.0,13.7,3.8,2.4,Virginia,USA,BKN
724,2016-17,Joe Harris,78.0,8.2,2.8,1.0,Virginia,USA,BKN
725,2017-18,Joe Harris,78.0,10.8,3.3,1.6,Virginia,USA,BKN
726,2016-17,Joe Ingles,80.0,7.1,3.2,2.7,None,Australia,UTA
727,2018-19,Joe Ingles,80.0,12.1,4.0,5.7,None,Australia,UTA
728,2017-18,Joe Ingles,80.0,11.5,4.2,4.8,None,Australia,UTA
729,2016-17,Joe Johnson,79.0,9.2,3.1,1.8,Arkansas,USA,UTA
730,2017-18,Joe Johnson,79.0,6.8,3.1,1.5,Arkansas,USA,HOU
731,2017-18,Joe Young,74.0,3.9,1.2,0.7,Oregon,USA,IND
732,2016-17,Joe Young,74.0,2.1,0.5,0.5,Oregon,USA,IND
733,2016-17,Joel Anthony,81.0,1.3,1.6,0.2,Nevada-Las Vegas,Canada,SAS
734,2017-18,Joel Bolomboy,81.0,1.5,1.7,0.0,Weber State,Ukraine,UTA
735,2016-17,Joel Bolomboy,81.0,1.8,1.4,0.2,Weber State,Ukraine,UTA
736,2017-18,Joel Embiid,84.0,22.9,11.0,3.2,Kansas,Cameroon,PHI
737,2018-19,Joel Embiid,84.0,27.5,13.6,3.7,Kansas,Cameroon,PHI
738,2016-17,Joel Embiid,84.0,20.2,7.8,2.1,Kansas,Cameroon,PHI
739,2017-18,Joffrey Lauvergne,83.0,4.1,3.1,0.7,None,France,SAS
740,2016-17,Joffrey Lauvergne,83.0,5.4,3.6,1.0,None,France,CHI
741,2018-19,John Collins,82.0,19.5,9.8,2.0,Wake Forest,USA,ATL
742,2017-18,John Collins,82.0,10.5,7.3,1.3,Wake Forest,USA,ATL
743,2018-19,John Henson,83.0,5.6,5.1,1.0,North Carolina,USA,CLE
744,2017-18,John Henson,83.0,8.8,6.8,1.5,North Carolina,USA,MIL
745,2016-17,John Henson,83.0,6.8,5.1,1.0,North Carolina,USA,MIL
746,2018-19,John Holland,77.0,0.0,0.0,0.0,Boston U.,USA,CLE
747,2017-18,John Holland,77.0,2.3,1.0,0.2,Boston U.,USA,CLE
748,2016-17,John Jenkins,76.0,1.8,0.3,0.3,Vanderbilt,USA,PHX
749,2018-19,John Jenkins,76.0,4.7,1.4,0.8,Vanderbilt,USA,NYK
750,2016-17,John Lucas III,71.0,0.4,0.0,0.2,Oklahoma State,USA,MIN
751,2018-19,John Wall,76.0,20.7,3.6,8.7,Kentucky,USA,WAS
752,2017-18,John Wall,76.0,19.4,3.7,9.6,Kentucky,USA,WAS
753,2016-17,John Wall,76.0,23.1,4.2,10.7,Kentucky,USA,WAS
754,2018-19,Johnathan Motley,82.0,4.6,2.3,0.5,Baylor,USA,LAC
755,2017-18,Johnathan Motley,82.0,8.7,4.5,0.6,Baylor,USA,DAL
756,2018-19,Johnathan Williams,81.0,6.5,4.1,0.5,Gonzaga,USA,LAL
757,2016-17,Johnny O'Bryant III,81.0,3.5,1.7,0.5,Louisiana State,USA,CHA
758,2017-18,Johnny O'Bryant III,81.0,4.8,2.6,0.4,Louisiana State,USA,CHA
759,2016-17,Jon Leuer,82.0,10.2,5.4,1.5,Wisconsin,USA,DET
760,2018-19,Jon Leuer,82.0,3.8,2.4,0.3,Wisconsin,USA,DET
761,2017-18,Jon Leuer,82.0,5.4,4.0,0.6,Wisconsin,USA,DET
762,2018-19,Jonah Bolden,82.0,4.7,3.8,0.9,None,Australia,PHI
763,2016-17,Jonas Jerebko,82.0,3.8,3.5,0.9,None,Sweden,BOS
764,2018-19,Jonas Jerebko,82.0,6.3,3.9,1.3,None,Sweden,GSW
765,2017-18,Jonas Jerebko,82.0,5.8,3.3,0.6,None,Sweden,UTA
766,2016-17,Jonas Valanciunas,84.0,12.0,9.5,0.7,None,Lithuania,TOR
767,2018-19,Jonas Valanciunas,84.0,15.6,8.6,1.4,None,Lithuania,MEM
768,2017-18,Jonas Valanciunas,84.0,12.7,8.6,1.1,None,Lithuania,TOR
769,2016-17,Jonathan Gibson,74.0,6.2,1.3,1.5,New Mexico State,USA,DAL
770,2017-18,Jonathan Gibson,74.0,8.5,0.8,1.0,New Mexico State,USA,BOS
771,2017-18,Jonathan Isaac,82.0,5.4,3.7,0.7,Florida State,USA,ORL
772,2018-19,Jonathan Isaac,82.0,9.6,5.5,1.1,Florida State,USA,ORL
773,2016-17,Jonathon Simmons,78.0,6.2,2.1,1.6,Houston,USA,SAS
774,2018-19,Jonathon Simmons,78.0,6.5,2.3,2.3,Houston,USA,PHI
775,2017-18,Jonathon Simmons,78.0,13.9,3.5,2.5,Houston,USA,ORL
776,2017-18,Jordan Bell,81.0,4.6,3.6,1.8,Oregon,USA,GSW
777,2018-19,Jordan Bell,81.0,3.3,2.7,1.1,Oregon,USA,GSW
778,2017-18,Jordan Clarkson,77.0,13.9,2.7,2.7,Missouri,USA,CLE
779,2016-17,Jordan Clarkson,77.0,14.7,3.0,2.6,Missouri,USA,LAL
780,2018-19,Jordan Clarkson,77.0,16.8,3.3,2.4,Missouri,USA,CLE
781,2017-18,Jordan Crawford,77.0,6.6,0.8,2.6,Xavier,USA,NOP
782,2016-17,Jordan Crawford,77.0,14.1,1.8,3.0,Xavier,USA,NOP
783,2016-17,Jordan Farmar,74.0,6.0,1.5,4.5,UCLA,USA,SAC
784,2016-17,Jordan Hill,82.0,1.7,2.0,0.0,Arizona,USA,MIN
785,2018-19,Jordan Loyd,76.0,2.4,0.8,0.5,None,USA,TOR
786,2016-17,Jordan McRae,77.0,4.4,1.1,0.5,Tennessee,USA,CLE
787,2018-19,Jordan McRae,77.0,5.9,1.5,1.1,Tennessee,USA,WAS
788,2017-18,Jordan Mickey,80.0,4.0,3.5,0.4,Louisiana State,USA,MIA
789,2016-17,Jordan Mickey,80.0,1.5,1.4,0.3,Louisiana State,USA,BOS
790,2018-19,Jordan Sibert,76.0,3.0,0.0,0.0,University of Dayton,USA,ATL
791,2018-19,Jose Calderon,75.0,2.3,1.2,2.3,None,Spain,DET
792,2017-18,Jose Calderon,75.0,4.5,1.5,2.1,None,Spain,CLE
793,2016-17,Jose Calderon,75.0,3.4,1.8,2.1,None,Spain,ATL
794,2017-18,Josh Gray,73.0,6.4,2.0,2.4,None,USA,PHX
795,2017-18,Josh Hart,77.0,7.9,4.2,1.3,Villanova,USA,LAL
796,2018-19,Josh Hart,77.0,7.8,3.7,1.4,Villanova,USA,LAL
797,2016-17,Josh Huestis,79.0,7.0,4.5,1.5,Stanford,USA,OKC
798,2017-18,Josh Huestis,79.0,2.3,2.3,0.3,Stanford,USA,OKC
799,2018-19,Josh Jackson,80.0,11.5,4.4,2.3,Kansas,USA,PHX
800,2017-18,Josh Jackson,80.0,13.1,4.6,1.5,Kansas,USA,PHX
801,2017-18,Josh Magette,73.0,2.6,1.1,3.2,Alabama Huntsville,USA,ATL
802,2017-18,Josh McRoberts,82.0,0.0,0.0,0.0,Duke,USA,DAL
803,2016-17,Josh McRoberts,82.0,4.9,3.4,2.3,Duke,USA,MIA
804,2018-19,Josh Okogie,76.0,7.7,2.9,1.2,Georgia Institute of Technology,Nigeria,MIN
805,2017-18,Josh Richardson,78.0,12.9,3.5,2.9,Tennessee,USA,MIA
806,2018-19,Josh Richardson,78.0,16.6,3.6,4.1,Tennessee,USA,MIA
807,2016-17,Josh Richardson,78.0,10.2,3.2,2.6,Tennessee,USA,MIA
808,2017-18,Josh Smith,81.0,0.7,1.3,0.0,None,USA,NOP
809,2016-17,Jrue Holiday,76.0,15.4,3.9,7.3,UCLA,USA,NOP
810,2018-19,Jrue Holiday,76.0,21.2,5.0,7.7,UCLA,USA,NOP
811,2017-18,Jrue Holiday,76.0,19.0,4.5,6.0,UCLA,USA,NOP
812,2016-17,Juancho Hernangomez,81.0,4.9,3.0,0.5,None,Spain,DEN
813,2018-19,Juancho Hernangomez,81.0,5.8,3.8,0.8,None,Spain,DEN
814,2017-18,Juancho Hernangomez,81.0,3.3,2.2,0.5,None,Spain,DEN
815,2018-19,Julian Washburn,80.0,2.2,2.3,0.8,Texas-El Paso,USA,MEM
816,2016-17,Julius Randle,81.0,13.2,8.6,3.6,Kentucky,USA,LAL
817,2018-19,Julius Randle,81.0,21.4,8.7,3.1,Kentucky,USA,NOP
818,2017-18,Julius Randle,81.0,16.1,8.0,2.6,Kentucky,USA,LAL
819,2017-18,Julyan Stone,78.0,0.8,1.3,1.1,Texas-El Paso,USA,CHA
820,2016-17,Justin Anderson,78.0,7.1,3.3,0.9,Virginia,USA,PHI
821,2018-19,Justin Anderson,78.0,3.7,1.8,0.5,Virginia,USA,ATL
822,2017-18,Justin Anderson,78.0,6.2,2.4,0.7,Virginia,USA,PHI
823,2016-17,Justin Hamilton,84.0,6.9,4.1,0.9,Louisiana State,USA,BKN
824,2016-17,Justin Harper,82.0,4.0,1.7,0.7,Richmond,USA,PHI
825,2017-18,Justin Holiday,78.0,12.2,4.0,2.1,Washington,USA,CHI
826,2018-19,Justin Holiday,78.0,10.5,3.9,1.8,Washington,USA,MEM
827,2016-17,Justin Holiday,78.0,7.7,2.7,1.2,Washington,USA,NYK
828,2017-18,Justin Jackson,80.0,6.7,2.8,1.1,North Carolina,USA,SAC
829,2018-19,Justin Jackson,80.0,7.2,2.6,1.2,North Carolina,USA,DAL
830,2017-18,Justin Patton,84.0,2.0,0.0,0.0,Creighton,USA,MIN
831,2018-19,Justin Patton,84.0,1.7,2.0,1.0,Creighton,USA,PHI
832,2017-18,Justise Winslow,79.0,7.8,5.4,2.2,Duke,USA,MIA
833,2016-17,Justise Winslow,79.0,10.9,5.2,3.7,Duke,USA,MIA
834,2018-19,Justise Winslow,79.0,12.6,5.4,4.3,Duke,USA,MIA
835,2016-17,Jusuf Nurkic,84.0,10.2,7.2,1.9,None,Bosnia & Herzegovina,POR
836,2017-18,Jusuf Nurkic,84.0,14.3,9.0,1.8,None,Bosnia and Herzegovina,POR
837,2018-19,Jusuf Nurkic,84.0,15.6,10.4,3.2,None,Bosnia and Herzegovina,POR
838,2016-17,KJ McDaniels,78.0,4.2,1.7,0.3,Clemson,USA,BKN
839,2017-18,Kadeem Allen,75.0,1.1,0.6,0.7,Arizona,USA,BOS
840,2018-19,Kadeem Allen,75.0,9.9,2.7,4.0,Arizona,USA,NYK
841,2018-19,Kalin Lucas,73.0,2.0,3.0,1.0,Michigan State,USA,DET
842,2017-18,Karl-Anthony Towns,84.0,21.3,12.3,2.4,Kentucky,USA,MIN
843,2016-17,Karl-Anthony Towns,84.0,25.1,12.3,2.7,Kentucky,USA,MIN
844,2018-19,Karl-Anthony Towns,84.0,24.4,12.4,3.4,Kentucky,USA,MIN
845,2018-19,Kawhi Leonard,79.0,26.6,7.3,3.3,San Diego State,USA,TOR
846,2016-17,Kawhi Leonard,79.0,25.5,5.8,3.5,San Diego State,USA,SAS
847,2017-18,Kawhi Leonard,79.0,16.2,4.7,2.3,San Diego State,USA,SAS
848,2016-17,Kay Felder,69.0,4.0,1.0,1.4,None,USA,CLE
849,2017-18,Kay Felder,69.0,3.6,1.1,1.3,None,USA,DET
850,2018-19,Keita Bates-Diop,81.0,5.0,2.8,0.6,Ohio State,USA,MIN
851,2016-17,Kelly Olynyk,84.0,9.0,4.8,2.0,Gonzaga,Canada,BOS
852,2018-19,Kelly Olynyk,84.0,10.0,4.7,1.8,Gonzaga,Canada,MIA
853,2017-18,Kelly Olynyk,84.0,11.5,5.7,2.7,Gonzaga,Canada,MIA
854,2016-17,Kelly Oubre Jr.,79.0,6.3,3.3,0.6,Kansas,USA,WAS
855,2018-19,Kelly Oubre Jr.,79.0,15.2,4.7,1.2,Kansas,USA,PHX
856,2017-18,Kelly Oubre Jr.,79.0,11.8,4.5,1.2,Kansas,USA,WAS
857,2016-17,Kemba Walker,73.0,23.2,3.9,5.5,Connecticut,USA,CHA
858,2017-18,Kemba Walker,73.0,22.1,3.1,5.6,Connecticut,USA,CHA
859,2018-19,Kemba Walker,73.0,25.6,4.4,5.9,Connecticut,USA,CHA
860,2017-18,Kendrick Perkins,82.0,3.0,1.0,2.0,None,USA,CLE
861,2017-18,Kenneth Faried,80.0,5.9,4.8,0.6,Morehead State,USA,DEN
862,2016-17,Kenneth Faried,80.0,9.6,7.6,0.9,Morehead State,USA,DEN
863,2018-19,Kenneth Faried,80.0,10.4,6.8,0.5,Morehead State,USA,HOU
864,2018-19,Kenrich Williams,79.0,6.1,4.8,1.8,None,USA,NOP
865,2017-18,Kent Bazemore,77.0,12.9,3.8,3.5,Old Dominion,USA,ATL
866,2016-17,Kent Bazemore,77.0,11.0,3.2,2.4,Old Dominion,USA,ATL
867,2018-19,Kent Bazemore,77.0,11.6,3.9,2.3,Old Dominion,USA,ATL
868,2017-18,Kentavious Caldwell-Pope,77.0,13.4,5.2,2.2,Georgia,USA,LAL
869,2016-17,Kentavious Caldwell-Pope,77.0,13.8,3.3,2.5,Georgia,USA,DET
870,2018-19,Kentavious Caldwell-Pope,77.0,11.4,2.9,1.3,Georgia,USA,LAL
871,2017-18,Kevin Durant,81.0,26.4,6.8,5.4,Texas,USA,GSW
872,2018-19,Kevin Durant,81.0,26.0,6.4,5.9,Texas,USA,GSW
873,2016-17,Kevin Durant,81.0,25.1,8.3,4.8,Texas,USA,GSW
874,2018-19,Kevin Huerter,79.0,9.7,3.3,2.9,Maryland,USA,ATL
875,2018-19,Kevin Knox II,81.0,12.8,4.5,1.1,Kentucky,USA,NYK
876,2017-18,Kevin Love,82.0,17.6,9.3,1.7,UCLA,USA,CLE
877,2018-19,Kevin Love,82.0,17.0,10.9,2.2,UCLA,USA,CLE
878,2016-17,Kevin Love,82.0,19.0,11.1,1.9,UCLA,USA,CLE
879,2016-17,Kevin Seraphin,82.0,4.7,2.9,0.5,Le Moyne,France,IND
880,2016-17,Kevon Looney,81.0,2.5,2.3,0.5,UCLA,USA,GSW
881,2018-19,Kevon Looney,81.0,6.3,5.2,1.5,UCLA,USA,GSW
882,2017-18,Kevon Looney,81.0,4.0,3.3,0.6,UCLA,USA,GSW
883,2017-18,Khem Birch,81.0,4.2,4.3,0.8,UNLV,Canada,ORL
884,2018-19,Khem Birch,81.0,4.8,3.8,0.8,UNLV,Canada,ORL
885,2017-18,Khris Middleton,80.0,20.1,5.2,4.0,Texas A&M,USA,MIL
886,2018-19,Khris Middleton,80.0,18.3,6.0,4.3,Texas A&M,USA,MIL
887,2016-17,Khris Middleton,80.0,14.7,4.2,3.4,Texas A&M,USA,MIL
888,2018-19,Khyri Thomas,75.0,2.3,0.8,0.3,Creighton,USA,DET
889,2016-17,Klay Thompson,79.0,22.3,3.7,2.1,Washington State,USA,GSW
890,2017-18,Klay Thompson,79.0,20.0,3.8,2.5,Washington State,USA,GSW
891,2018-19,Klay Thompson,79.0,21.5,3.8,2.4,Washington State,USA,GSW
892,2017-18,Kobi Simmons,76.0,6.1,1.6,2.1,Arizona,USA,MEM
893,2018-19,Kobi Simmons,76.0,0.0,0.0,0.0,Arizona,USA,CLE
894,2017-18,Kosta Koufos,84.0,6.7,6.6,1.2,Ohio State,USA,SAC
895,2016-17,Kosta Koufos,84.0,6.6,5.7,0.7,Ohio State,USA,SAC
896,2018-19,Kosta Koufos,84.0,3.7,4.2,0.9,Ohio State,USA,SAC
897,2018-19,Kostas Antetokounmpo,82.0,1.0,0.5,0.0,University of Dayton,Greece,DAL
898,2018-19,Kris Dunn,76.0,11.3,4.1,6.0,Providence,USA,CHI
899,2017-18,Kris Dunn,76.0,13.4,4.3,6.0,Providence,USA,CHI
900,2016-17,Kris Dunn,76.0,3.8,2.1,2.4,Providence,USA,MIN
901,2016-17,Kris Humphries,81.0,4.6,3.7,0.5,Minnesota,USA,ATL
902,2016-17,Kristaps Porzingis,87.0,18.1,7.2,1.5,None,Latvia,NYK
903,2017-18,Kristaps Porzingis,87.0,22.7,6.6,1.2,None,Latvia,NYK
904,2018-19,Kyle Anderson,81.0,8.0,5.8,3.0,UCLA,USA,MEM
905,2017-18,Kyle Anderson,81.0,7.9,5.4,2.7,UCLA,USA,SAS
906,2016-17,Kyle Anderson,81.0,3.4,2.9,1.3,UCLA,USA,SAS
907,2017-18,Kyle Collinsworth,78.0,3.2,3.3,1.8,Brigham Young,USA,DAL
908,2018-19,Kyle Korver,79.0,8.6,2.3,1.2,Creighton,USA,UTA
909,2017-18,Kyle Korver,79.0,9.2,2.3,1.2,Creighton,USA,CLE
910,2016-17,Kyle Korver,79.0,10.1,2.8,1.6,Creighton,USA,CLE
911,2018-19,Kyle Kuzma,81.0,18.7,5.5,2.5,Utah,USA,LAL
912,2017-18,Kyle Kuzma,81.0,16.1,6.3,1.8,Utah,USA,LAL
913,2018-19,Kyle Lowry,73.0,14.2,4.8,8.7,Villanova,USA,TOR
914,2017-18,Kyle Lowry,72.0,16.2,5.6,6.9,Villanova,USA,TOR
915,2016-17,Kyle Lowry,72.0,22.4,4.8,7.0,Villanova,USA,TOR
916,2016-17,Kyle O'Quinn,82.0,6.3,5.6,1.5,Norfolk State,USA,NYK
917,2017-18,Kyle O'Quinn,82.0,7.1,6.1,2.1,Norfolk State,USA,NYK
918,2018-19,Kyle O'Quinn,82.0,3.5,2.6,1.2,Norfolk State,USA,IND
919,2016-17,Kyle Singler,80.0,2.8,1.5,0.3,Duke,USA,OKC
920,2017-18,Kyle Singler,80.0,1.9,0.8,0.2,Duke,USA,OKC
921,2016-17,Kyle Wiltjer,82.0,0.9,0.7,0.1,Gonzaga,Canada,HOU
922,2017-18,Kyrie Irving,75.0,24.4,3.8,5.1,Duke,Australia,BOS
923,2016-17,Kyrie Irving,75.0,25.2,3.2,5.8,Duke,Australia,CLE
924,2018-19,Kyrie Irving,75.0,23.8,5.0,6.9,Duke,Australia,BOS
925,2017-18,LaMarcus Aldridge,83.0,23.1,8.5,2.0,Texas,USA,SAS
926,2018-19,LaMarcus Aldridge,83.0,21.3,9.2,2.4,Texas,USA,SAS
927,2016-17,LaMarcus Aldridge,83.0,17.3,7.3,1.9,Texas,USA,SAS
928,2016-17,Lamar Patterson,77.0,1.8,1.4,1.2,Pittsburgh,USA,ATL
929,2017-18,Lance Stephenson,78.0,9.2,5.2,2.9,Cincinnati,USA,IND
930,2016-17,Lance Stephenson,77.0,6.8,2.9,3.3,Cincinnati,USA,IND
931,2018-19,Lance Stephenson,78.0,7.2,3.2,2.1,Cincinnati,USA,LAL
932,2018-19,Lance Thomas,80.0,4.5,2.5,0.6,Duke,USA,NYK
933,2017-18,Lance Thomas,80.0,4.1,2.4,0.6,Duke,USA,NYK
934,2016-17,Lance Thomas,80.0,6.0,3.1,0.8,Duke,USA,NYK
935,2018-19,Landry Shamet,77.0,9.1,1.7,1.5,Wichita State,USA,LAC
936,2017-18,Langston Galloway,74.0,6.2,1.6,1.0,None,USA,DET
937,2018-19,Langston Galloway,74.0,8.4,2.1,1.1,None,USA,DET
938,2016-17,Langston Galloway,74.0,7.9,2.1,1.3,Saint Joseph's,USA,SAC
939,2017-18,Larry Drew II,74.0,1.7,0.3,1.0,UCLA,USA,NOP
940,2016-17,Larry Nance Jr.,81.0,7.1,5.9,1.5,Wyoming,USA,LAL
941,2017-18,Larry Nance Jr.,81.0,8.7,6.8,1.2,Wyoming,USA,CLE
942,2018-19,Larry Nance Jr.,81.0,9.4,8.2,3.2,Wyoming,USA,CLE
943,2016-17,Larry Sanders,83.0,0.8,0.8,0.0,Virginia Commonwealth,USA,CLE
944,2017-18,Lauri Markkanen,84.0,15.2,7.5,1.2,Arizona,Finland,CHI
945,2018-19,Lauri Markkanen,84.0,18.7,9.0,1.4,Arizona,Finland,CHI
946,2016-17,Lavoy Allen,81.0,2.9,3.6,0.9,Temple,USA,IND
947,2017-18,LeBron James,80.0,27.5,8.6,9.1,None,USA,CLE
948,2016-17,LeBron James,80.0,26.4,8.6,8.7,None,USA,CLE
949,2018-19,LeBron James,80.0,27.4,8.5,8.3,None,USA,LAL
950,2016-17,Leandro Barbosa,75.0,6.3,1.6,1.2,None,Brazil,PHX
951,2017-18,London Perrantes,74.0,0.5,0.3,0.4,Virginia,USA,SAS
952,2018-19,Lonnie Walker IV,77.0,2.6,1.0,0.5,Miami,USA,SAS
953,2017-18,Lonzo Ball,78.0,10.2,6.9,7.2,UCLA,USA,LAL
954,2018-19,Lonzo Ball,78.0,9.9,5.3,5.4,UCLA,USA,LAL
955,2017-18,Lorenzo Brown,77.0,2.3,1.1,0.9,North Carolina State,USA,TOR
956,2018-19,Lorenzo Brown,77.0,2.1,1.2,1.1,North Carolina State,USA,TOR
957,2016-17,Lou Williams,73.0,17.5,2.5,3.0,None,USA,HOU
958,2017-18,Lou Williams,73.0,22.6,2.5,5.3,None,USA,LAC
959,2018-19,Lou Williams,73.0,20.0,3.0,5.4,None,USA,LAC
960,2017-18,Luc Mbah a Moute,80.0,7.5,3.0,0.9,California-Los Angeles,Cameroon,HOU
